Time (s),Frequency (Hz),CH1 Voltage (V),CH2 Current Filtered (mA),Phase Live Time (s),Phase(CH2-CH1) (deg),|Y| (S),|Y| (mS),|Z| (ohm),G (S),B (S)
0.006104,,-0.192,-0.0003155971686841597,,,,,,,
0.006111999999999999,,-0.184,-0.000306702184188818,,,,,,,
0.00612,,-0.176,-0.0002977175002119535,,,,,,,
0.006128,,-0.176,-0.00028864436277425065,,,,,,,
0.006136,,-0.168,-0.00027948394678254155,,,,,,,
0.006144,,-0.16,-0.00027023755005749407,,,,,,,
0.0061519999999999995,,-0.152,-0.00026090659339638876,,,,,,,
0.00616,,-0.14400000000000002,-0.00025149244135880695,,,,,,,
0.006168,,-0.14400000000000002,-0.00024199629639792638,,,,,,,
0.006176,,-0.136,-0.00023241922072885345,,,,,,,
0.006183999999999999,,-0.128,-0.0002227622761990123,,,,,,,
0.006192,,-0.12,-0.00021302659392561686,,,,,,,
0.0062,,-0.112,-0.00020321334899763515,,,,,,,
0.006208,,-0.112,-0.0001933238561998646,,,,,,,
0.006215999999999999,,-0.10400000000000001,-0.0001833596580424736,,,,,,,
0.0062239999999999995,,-0.088,-0.00017332242652263658,,,,,,,
0.006232,,-0.088,-0.00016321378245224042,,,,,,,
0.00624,,-0.08,-0.00015303527763991295,,,,,,,
0.006248,,-0.07200000000000001,-0.00014278852764328025,,,,,,,
0.006255999999999999,,-0.07200000000000001,-0.00013247521496489146,,,,,,,
0.006264,,-0.056,-0.00012209706193345795,,,,,,,
0.006272,,-0.056,-0.0001116558650833784,,,,,,,
0.00628,,-0.048,-0.00010115343719803992,,,,,,,
0.006287999999999999,,-0.04,-9.059155362202213e-05,,,,,,,
0.0062959999999999995,,-0.032,-7.997196230493483e-05,,,,,,,
0.006304,,-0.024,-6.92964825318431e-05,,,,,,,
0.006312,,-0.024,-5.856712569585419e-05,,,,,,,
0.00632,,-0.008,-4.778602737833598e-05,,,,,,,
0.006327999999999999,,0.0,-3.695535429162573e-05,,,,,,,
0.006336,,0.0,-2.6077277699716295e-05,,,,,,,
0.006344,,0.008,-1.515388910272304e-05,,,,,,,
0.006352,,0.008,-4.187152252571699e-06,,,,,,,
0.006359999999999999,,0.008,6.821021664363556e-06,,,,,,,
0.0063679999999999995,,0.024,1.786858523032357e-05,,,,,,,
0.006376,,0.024,2.8953270255204404e-05,,,,,,,
0.006384,,0.032,4.007274892458126e-05,,,,,,,
0.006392,,0.04,5.122484267032721e-05,,,,,,,
0.0063999999999999994,,0.04,6.240768508295819e-05,,,,,,,
0.006408,,0.056,7.361969278104716e-05,,,,,,,
0.006416,,0.056,8.485932904420628e-05,,,,,,,
0.006424,,0.07200000000000001,9.612497474151625e-05,,,,,,,
0.006431999999999999,,0.08,0.00010741492862627615,,,,,,,
0.0064399999999999995,,0.08,0.00011872746757389333,,,,,,,
0.006448,,0.088,0.00013006087260592308,,,,,,,
0.006456,,0.096,0.00014141333377710986,,,,,,,
0.006464,,0.10400000000000001,0.0001527830415259787,,,,,,,
0.0064719999999999995,,0.112,0.0001641683904650853,,,,,,,
0.00648,,0.112,0.00017556783927712385,,,,,,,
0.006488,,0.12,0.00018697948299875708,,,,,,,
0.006496,,0.128,0.00019840077816060672,,,,,,,
0.006503999999999999,,0.128,0.00020982873800396494,,,,,,,
0.0065119999999999996,,0.14400000000000002,0.000221260323104543,,,,,,,
0.00652,,0.14400000000000002,0.00023269256424999764,,,,,,,
0.006528,,0.152,0.0002441224374944482,,,,,,,
0.006535999999999999,,0.16,0.0002555467490499339,,,,,,,
0.0065439999999999995,,0.16,0.00026696226812976306,,,,,,,
0.006552,,0.176,0.00027836593950191657,,,,,,,
0.00656,,0.176,0.000289754841129286,,,,,,,
0.006568,,0.184,0.0003011261150240524,,,,,,,
0.006575999999999999,,0.192,0.0003124770524277514,,,,,,,
0.006584,,0.192,0.0003238051424838538,,,,,,,
0.006592,,0.2,0.000335108027387436,,,,,,,
0.0066,,0.20800000000000002,0.00034638346066231284,,,,,,,
0.006607999999999999,,0.216,0.0003576293578859364,,,,,,,
0.0066159999999999995,,0.224,0.00036884381344457504,,,,,,,
0.006624,,0.232,0.00038002496657940963,,,,,,,
0.006632,,0.232,0.0003911708477903714,,,,,,,
0.00664,,0.24,0.00040227935661490423,,,,,,,
0.006647999999999999,,0.248,0.00041334845034296074,,,,,,,
0.006656,,0.256,0.0004243763184323147,,,,,,,
0.006664,,0.256,0.00043536127485880785,,,,,,,
0.006672,,0.264,0.00044630150933855047,,,,,,,
0.006679999999999999,,0.272,0.00045719491755316855,,,,,,,
0.0066879999999999995,,0.272,0.00046803915398098964,,,,,,,
0.006696,,0.28,0.0004788318307021613,,,,,,,
0.006704,,0.28800000000000003,0.0004895706120282421,,,,,,,
0.006712,,0.28800000000000003,0.0005002532125691363,,,,,,,
0.006719999999999999,,0.296,0.0005108773954983746,,,,,,,
0.006728,,0.304,0.0005214410008186248,,,,,,,
0.006736,,0.304,0.0005319419416406292,,,,,,,
0.006744,,0.312,0.0005423781112803398,,,,,,,
0.006751999999999999,,0.32,0.000552747387089009,,,,,,,
0.0067599999999999995,,0.328,0.0005630477236778576,,,,,,,
0.006768,,0.328,0.0005732771496048797,,,,,,,
0.006776,,0.336,0.0005834337046584802,,,,,,,
0.006784,,0.336,0.0005935153522383452,,,,,,,
0.006791999999999999,,0.34400000000000003,0.0006035199584258608,,,,,,,
0.0068,,0.34400000000000003,0.000613445362574144,,,,,,,
0.006808,,0.352,0.0006232893533981887,,,,,,,
0.006816,,0.352,0.0006330495876148457,,,,,,,
0.006823999999999999,,0.36,0.0006427235749900862,,,,,,,
0.0068319999999999995,,0.36,0.0006523087546310284,,,,,,,
0.00684,,0.368,0.0006618025957638201,,,,,,,
0.006848,,0.376,0.0006712025717779647,,,,,,,
0.006856,,0.376,0.0006805061066584873,,,,,,,
0.0068639999999999994,,0.384,0.0006897105855016692,,,,,,,
0.006872,,0.384,0.0006988133347922141,,,,,,,
0.00688,,0.392,0.0007078116344240998,,,,,,,
0.006888,,0.392,0.0007167027888429556,,,,,,,
0.006895999999999999,,0.4,0.0007254841631806636,,,,,,,
0.0069039999999999995,,0.4,0.0007341531272995602,,,,,,,
0.006912,,0.40800000000000003,0.0007427069447045083,,,,,,,
0.00692,,0.40800000000000003,0.0007511428195308914,,,,,,,
0.006927999999999999,,0.40800000000000003,0.0007594580894980851,,,,,,,
0.0069359999999999995,,0.40800000000000003,0.0007676503146850891,,,,,,,
0.006944,,0.41600000000000004,0.0007757172697471361,,,,,,,
0.006952,,0.424,0.0007836569065267146,,,,,,,
0.00696,,0.424,0.000791467289402233,,,,,,,
0.006967999999999999,,0.424,0.0007991465354380737,,,,,,,
0.0069759999999999996,,0.432,0.000806692729333413,,,,,,,
0.006984,,0.432,0.000814103845147424,,,,,,,
0.006992,,0.432,0.00082137773415415,,,,,,,
0.006999999999999999,,0.432,0.0008285121142354,,,,,,,
0.0070079999999999995,,0.44,0.0008355045011106786,,,,,,,
0.007016,,0.44,0.0008423521754700284,,,,,,,
0.007024,,0.44,0.0008490522728443894,,,,,,,
0.007032,,0.448,0.0008556019270334833,,,,,,,
0.007039999999999999,,0.448,0.0008619984029854745,,,,,,,
0.007048,,0.448,0.0008682391300888691,,,,,,,
0.007056,,0.448,0.0008743215240621434,,,,,,,
0.007064,,0.448,0.000880242733241755,,,,,,,
0.007071999999999999,,0.448,0.0008859995542728805,,,,,,,
0.0070799999999999995,,0.448,0.0008915885940817832,,,,,,,
0.007088,,0.456,0.0008970065695657538,,,,,,,
0.007096,,0.456,0.0009022504951694223,,,,,,,
0.007104,,0.456,0.000907317647018075,,,,,,,
0.007111999999999999,,0.456,0.0009122054696959469,,,,,,,
0.00712,,0.456,0.0009169115197211192,,,,,,,
0.007128,,0.456,0.000921433383470843,,,,,,,
0.007136,,0.456,0.0009257686015486779,,,,,,,
0.007143999999999999,,0.456,0.0009299146589602169,,,,,,,
0.0071519999999999995,,0.456,0.0009338690063322666,,,,,,,
0.00716,,0.456,0.0009376290799516272,,,,,,,
0.007168,,0.456,0.000941192320656799,,,,,,,
0.007176,,0.456,0.0009445562214288336,,,,,,,
0.007183999999999999,,0.456,0.0009477184311780123,,,,,,,
0.007192,,0.456,0.0009506767908998717,,,,,,,
0.0072,,0.456,0.0009534292177672152,,,,,,,
0.007208,,0.456,0.0009559736278990348,,,,,,,
0.007215999999999999,,0.456,0.000958307954731902,,,,,,,
0.0072239999999999995,,0.456,0.0009604301364426085,,,,,,,
0.007232,,0.456,0.0009623381642455629,,,,,,,
0.00724,,0.456,0.0009640301868076823,,,,,,,
0.007248,,0.456,0.0009655044277046027,,,,,,,
0.007255999999999999,,0.456,0.0009667590197646719,,,,,,,
0.007264,,0.456,0.0009677920314148519,,,,,,,
0.007272,,0.448,0.0009686015511546597,,,,,,,
0.00728,,0.448,0.0009691857062511474,,,,,,,
0.007287999999999999,,0.448,0.0009695427100229101,,,,,,,
0.0072959999999999995,,0.448,0.0009696709055895266,,,,,,,
0.007304,,0.448,0.0009695688360309644,,,,,,,
0.007312,,0.448,0.0009692353983629142,,,,,,,
0.007319999999999999,,0.44,0.0009686699254327974,,,,,,,
0.0073279999999999994,,0.44,0.0009678720816740966,,,,,,,
0.007336,,0.44,0.0009668417063623048,,,,,,,
0.007344,,0.432,0.00096557878768118,,,,,,,
0.007352,,0.432,0.0009640835279403482,,,,,,,
0.007359999999999999,,0.432,0.0009623563735768761,,,,,,,
0.0073679999999999995,,0.432,0.000960397952877123,,,,,,,
0.007376,,0.424,0.0009582088987688532,,,,,,,
0.007384,,0.424,0.0009557897149809939,,,,,,,
0.007391999999999999,,0.424,0.0009531408317548385,,,,,,,
0.0073999999999999995,,0.41600000000000004,0.0009502627471439141,,,,,,,
0.007408,,0.41600000000000004,0.0009471561575551855,,,,,,,
0.007416,,0.41600000000000004,0.0009438220183209168,,,,,,,
0.007424,,0.40800000000000003,0.0009402614797792834,,,,,,,
0.007431999999999999,,0.40800000000000003,0.0009364758277246475,,,,,,,
0.0074399999999999996,,0.40800000000000003,0.000932466577128469,,,,,,,
0.007448,,0.4,0.0009282356177835855,,,,,,,
0.007456,,0.4,0.0009237852286006926,,,,,,,
0.007463999999999999,,0.392,0.0009191180002526083,,,,,,,
0.0074719999999999995,,0.392,0.0009142367329427979,,,,,,,
0.00748,,0.384,0.0009091442816549479,,,,,,,
0.007488,,0.384,0.0009038434725670852,,,,,,,
0.007496,,0.384,0.000898337115297499,,,,,,,
0.007503999999999999,,0.376,0.0008926280142436937,,,,,,,
0.007512,,0.368,0.000886719068487727,,,,,,,
0.00752,,0.368,0.0008806134532533429,,,,,,,
0.007528,,0.36,0.0008743147569253278,,,,,,,
0.007535999999999999,,0.36,0.000867826987123052,,,,,,,
0.0075439999999999995,,0.352,0.0008611544258875158,,,,,,,
0.007552,,0.34400000000000003,0.0008543014948870176,,,,,,,
0.00756,,0.34400000000000003,0.0008472726898936591,,,,,,,
0.007568,,0.336,0.0008400725496531661,,,,,,,
0.007575999999999999,,0.336,0.0008327056268139025,,,,,,,
0.007584,,0.328,0.0008251763415869795,,,,,,,
0.007592,,0.32,0.0008174888765273331,,,,,,,
0.0076,,0.32,0.0008096472288964929,,,,,,,
0.007607999999999999,,0.312,0.0008016551998281114,,,,,,,
0.0076159999999999995,,0.312,0.0007935163549405953,,,,,,,
0.007624,,0.304,0.0007852341077564399,,,,,,,
0.007632,,0.296,0.0007768118567575469,,,,,,,
0.007639999999999999,,0.296,0.0007682530225396034,,,,,,,
0.007647999999999999,,0.28800000000000003,0.0007595609627082394,,,,,,,
0.007656,,0.28,0.0007507390125402816,,,,,,,
0.007664,,0.28,0.0007417907013858977,,,,,,,
0.007672,,0.264,0.0007327198923338734,,,,,,,
0.007679999999999999,,0.264,0.000723530701450159,,,,,,,
0.0076879999999999995,,0.256,0.0007142272433234512,,,,,,,
0.007696,,0.256,0.0007048134553334784,,,,,,,
0.007704,,0.248,0.0006952930846443025,,,,,,,
0.007711999999999999,,0.24,0.0006856697063873708,,,,,,,
0.007719999999999999,,0.24,0.0006759468004394808,,,,,,,
0.007728,,0.232,0.0006661278523195245,,,,,,,
0.007736,,0.216,0.0006562164164489086,,,,,,,
0.007744,,0.216,0.0006462160848066794,,,,,,,
0.007751999999999999,,0.20800000000000002,0.0006361302787950969,,,,,,,
0.0077599999999999995,,0.20800000000000002,0.0006259621168413527,,,,,,,
0.007768,,0.2,0.0006157145312853577,,,,,,,
0.007776,,0.192,0.0006053904364496782,,,,,,,
0.007783999999999999,,0.192,0.0005949927646363813,,,,,,,
0.0077919999999999994,,0.176,0.0005845242905087662,,,,,,,
0.0078,,0.168,0.000573987439299594,,,,,,,
0.007808,,0.168,0.0005633843191657238,,,,,,,
0.007816,,0.16,0.0005527169308157937,,,,,,,
0.007824,,0.152,0.0005419873912987909,,,,,,,
0.007832,,0.14400000000000002,0.0005311978720773104,,,,,,,
0.00784,,0.136,0.000520350303025938,,,,,,,
0.007847999999999999,,0.136,0.0005094463379930645,,,,,,,
0.007856,,0.128,0.000498487621852149,,,,,,,
0.007864,,0.128,0.00048747594783545847,,,,,,,
0.007871999999999999,,0.12,0.0004764131042949885,,,,,,,
0.00788,,0.10400000000000001,0.0004653007031949132,,,,,,,
0.007888,,0.10400000000000001,0.00045414020092990505,,,,,,,
0.007896,,0.096,0.0004429328881507678,,,,,,,
0.007904,,0.088,0.00043167991061275005,,,,,,,
0.007911999999999999,,0.08,0.0004203824378965443,,,,,,,
0.00792,,0.07200000000000001,0.00040904175960339284,,,,,,,
0.007928,,0.07200000000000001,0.00039765925460018693,,,,,,,
0.007936,,0.064,0.0003862363026442987,,,,,,,
0.007944,,0.048,0.00037477423245385226,,,,,,,
0.007951999999999999,,0.048,0.00036327433343078983,,,,,,,
0.00796,,0.04,0.00035173786655391925,,,,,,,
0.007968,,0.032,0.00034016610428694695,,,,,,,
0.007976,,0.024,0.0003285603077433951,,,,,,,
0.007984,,0.016,0.0003169217353698194,,,,,,,
0.007991999999999999,,0.016,0.0003052518894258637,,,,,,,
